trip_path_detail
"[[u'Avenue Of Stars', u'Star Ferry', u'Peak Tram', u'Peak Tower', u'Victoria Peak'], [u'Ngong Ping Cable Car', u'Ocean Park', u'Hong Kong Disneyland'], [u'Mong Kok', u'Stanley']]"
"[[u'Kowloon Walled City Park', u'Sik Sik Yuen Wong Tai Sin Temple', u'Jade Street', u'Flower Market'], [u'Singapore Zoo', u'Images Of Singapore', u'Chinatown'], [u'Dubai Museum', u'Ras Al Khor Wildlife Sanctuary', u'Dubai Moving Image Museum', u'The Dubai Fountain'], [u'The Bird Park', u'KLCC Park', u'Aquaria Klcc', u'Kuala Lumpur Tours'], [u'The Stadthuys', u'Butterfly And Reptile Sanctuary', u'Cheng Hoon Teng', u'Baba Nyonya Heritage Museum', u'Kampong Hulu Mosque'], [u'Mount Santubong', u'Kuching Esplanade And Waterfront', u'Sarawak Cultural Village', u'Bako National Park', u'Sarawak Orchid Garden'], [u'Genting Skyway Cable Car', u'Genting Strawberry Leisure Farm', u'Taman Tasik Titiwangsa', u'Royal Selangor Visitor Centre', u'Zoo Negara'], [u'Mardi Langkawi Agro Tech Park', u'Langkawi Cable Car', u'Telaga Tujuh Waterfalls', u'Atma Alam Batik Village', u'Underwater World'], [u'Khoo Kongsi', u'Kek Lok Si', u'Fort Cornwallis', u'Penang Botanic Gardens']]"
"[[u'Legian Beach', u'Elephant Cave', u'Tanah Lot Temple'], [u'Bali Jet Set Dive And Marine Sports', u'Gunung Lebah Temple', u'Kecak Fire And Trance Dance'], [u'Puri Saren Palace', u'Bali Bird Park', u'Kuta Square'], [u'Jurong Reptile Park', u'Sentosa Luge And Skyride', u'Singapore Crocodilarium', u'Sentosa Merlion', u'Asian Civilization Museum'], [u'Merlion', u'Images Of Singapore', u'Snow City', u'Science Center'], [u'Mandai Orchid Garden', u'St Johns Island', u'St Andrews Cathedral'], [u'Singapore Zoo', u'Esplanade Theatres On The Bay', u'City Gallery'], [u'Flower Market', u'Peak Tram', u'Ngong Ping Cable Car', u'Jade Street', u'Bird Garden'], [u'Tin Hau Temple', u'Ruins Of St Paul', u'Victoria Peak'], [u'Ten Thousand Buddhas Monastery', u'St Lawrence Church', u'Avenue Of Stars'], [u'Macau Fishermans Wharf', u'Tsim Sha Tsui Waterfront'], [u'British Museum', u'Tower Bridge', u'Big Ben London'], [u'The Royal Botanic Kew Garden', u'Tower Of London', u'Palace Of Westminster'], [u'St Pauls Cathedral', u'The Monument', u'Apsley House', u'The London Eye'], [u'Trafalgar Square', u'Madame Tussauds Museum', u'Queens House', u'Buckingham Palace London'], [u'Westminster Abbey', u'Tate Museum', u'Harrods'], [u'Old Royal Naval College', u'Hyde Park'], [u'Royal Observatory Greenwich', u'Cutty Sark', u'St James Palace'], [u'Kings College Chapel', u'National Maritime Museum', u'The London Dungeon', u'Royal Albert Hall'], [u'The Fitzwilliam Museum', u'Wellington Arch', u'Zsl London Zoo', u'Millennium Bridge']]"
"[[u'Dafen Oil Painting Village', u'Hong Kong Disneyland', u'Ngong Ping Cable Car'], [u'Sik Sik Yuen Wong Tai Sin Temple', u'Shenzhen Mangrove Nature Reserve', u'Hutong Restaurant', u'Madame Tussauds Hong Kong'], [u'Ten Thousand Buddhas Monastery', u'Victoria Harbour', u'Kingkey 100'], [u'Shenzhen Museum', u'Victoria Peak'], [u'Wine Museum', u'St Lawrence Church', u'Ruins Of St Paul', u'Senado Square'], [u'Guia Fortress', u'The Venetian Macao', u'Macau Fishermans Wharf'], [u'A Ma Temple Or Ma Kok Miu', u'Grand Prix Museum', u'Macau Tower', u'Dom Pedro V Theatre'], [u'Macau Museum', u'Kun Iam Statue', u'Greyhound Racing'], [u'Singapore Zoo', u'Sea Aquarium', u'Chinatown'], [u'Merlion', u'Thian Hock Keng Temple', u'Sentosa Luge And Skyride', u'Images Of Singapore', u'Esplanade Theatres On The Bay'], [u'Botanic Gardens', u'Science Center', u'Butterfly Park And Insect Kingdom'], [u'Petrosains Discovery Centre', u'Aquaria Klcc', u'Batu Caves'], [u'Perdana Botanical Gardens', u'Petronas Twin Towers', u'The Bird Park', u'Betel Leaf', u'China Town'], [u'Islamic Arts Museum', u'KLCC Park', u'Taman Tasik Perdana', u'The Golden Triangle', u'KLCC-Bukit Bintang Walkway'], [u'Wat Pho Reclining Buddha', u'Tha Tien Pier', u'Memorial Bridge'], [u'Wat Phra Kaew', u'China Town', u'Benjasiri Park'], [u'Pak Khlong Flower Market', u'Mandarin Oriental', u'Patpong', u'Grand Palace', u'Patpong Night Market'], [u'Big Buddha', u'Rang Hill Or Khao Rang Hill', u'Kamala Beach'], [u'Koh Panyee', u'Football Crazy Golf', u'Banyan Tree', u'Phuket Fantasea'], [u'Red Mountain Golf Club', u'Old Phuket Town']]"
"[[u'Tin Hau Temple', u'Ruins Of St Paul', u'Bird Garden', u'Avenue Of Stars'], [u'Sik Sik Yuen Wong Tai Sin Temple', u'Peak Tower', u'Wine Museum'], [u'A Ma Temple Or Ma Kok Miu', u'Expo Promenade', u'Macau Museum', u'Kat Hing Wai', u'Senado Square'], [u'Macau Fishermans Wharf', u'Ma Wan Park Noahs Ark', u'Victoria Peak'], [u'Ten Thousand Buddhas Monastery', u'Hong Kong Museum Of History', u'The Venetian Macao', u'Lamma Island'], [u'Kun Iam Statue', u'Macau Tower', u'Statue Square', u'Victoria Harbour'], [u'Grand Prix Museum', u'Hong Kong Disneyland', u'Hollywood Road'], [u'Dom Pedro V Theatre', u'Ladies Market', u'Sky 100', u'Causeway Bay'], [u'Ngong Ping Cable Car', u'Tsim Sha Tsui Waterfront']]"
"[[u'Peak Tram', u'Sky 100', u'Star Ferry'], [u'Ruins Of St Paul', u'Senado Square', u'The Venetian Macao', u'Macau Tower', u'Kun Iam Statue', u'St Lawrence Church', u'Guia Fortress'], [u'Ngong Ping Cable Car', u'Tian Tan Buddha', u'Avenue Of Stars', u'Victoria Harbour'], [u'Hong Kong Disneyland']]"
"[[u'Art Gallery Of New South Wales', u'Sydney Harbour Bridge'], [u'Saint Marys Cathedral', u'Sydney Opera House', u'Kings Cross'], [u'Blue Mountains', u'Discovery Museum'], [u'Manly Ferry', u'Museum Of Sydney', u'Vaucluse House'], [u'Gallery Of Modern Art', u'Queensland Performing Arts Centre', u'The Brisbane River Cruise'], [u'Lone Pine Koala Sanctuary', u'Maroochydore Beach', u'Swan Boat Hire', u'Roma Street Parkland'], [u'Moreton Bay', u'Queensland Museum', u'Maroochydore Sunshine Plaza'], [u'Cairns Regional Gallery', u'Tank Arts Centre', u'The Esplanade', u'Undara Volcanic National Park'], [u'Flagstaff Hill Lookout', u'Daintree Rainforest National Park', u'Cairns Tropical Zoo', u'Great Barrier Reef'], [u'Tjapukai Aboriginal Cultural Park', u'Wildlife Habitat Port Douglas'], [u'Larapinta Trail', u'Alice Springs Reptile Centre'], [u'Alice Springs Telegraph Station Historical Reserve', u'Central Australia Aviation Museum', u'Old Ghan Heritage Railway And Museum', u'Adelaide House'], [u'Anzac Hill', u'Road Transport Hall Of Fame', u'Alice Springs School Of The Air Visitor Centre', u'National Pioneer Womens Hall Of Fame', u'The Royal Flying Doctor Service'], [u'Flower Market', u'Avenue Of Stars', u'Jade Street', u'Ngong Ping Cable Car'], [u'Ten Thousand Buddhas Monastery', u'Mong Kok'], [u'Star Ferry', u'Sik Sik Yuen Wong Tai Sin Temple', u'Victoria Harbour', u'Causeway Bay', u'Temple St']]"
"[[u'Avenue Of Stars', u'Star Ferry', u'Peak Tram', u'Peak Tower', u'Victoria Peak'], [u'Ngong Ping Cable Car', u'Ocean Park', u'Hong Kong Disneyland'], [u'Mong Kok', u'Stanley']]"
"[[u'Sea World', u'Avenue Of Stars'], [u'Dafen Oil Painting Village', u'Peak Tower', u'Lamma Island'], [u'Tian Tan Buddha', u'Shenzhen Window Of The World'], [u'Victoria Peak', u'Hollywood Road'], [u'Shenzhen Mangrove Nature Reserve', u'Happy Valley Of Shenzhen', u'Tin Hau Temple'], [u'Ocean Park', u'Bird Garden', u'Statue Square'], [u'Chinese Folk Culture Village', u'Sky 100', u'Causeway Bay', u'Victoria Harbour'], [u'Sik Sik Yuen Wong Tai Sin Temple', u'Dong Men Pedestrian Street'], [u'Wutong Mountain National Park', u'Ladies Market', u'Kingkey 100'], [u'Shenzhen Convention And Exhibition Centre', u'Jade Street', u'Jumbo Floating Restaurant', u'Hong Kong Disneyland'], [u'Xianhu Botanical Garden', u'Splendid China Park', u'Ngong Ping Cable Car', u'Nathan Road'], [u'Shenzhen Wild-life Zoo', u'Shenzhen Museum', u'Ten Thousand Buddhas Monastery'], [u'Dameisha Beach', u'Expo Promenade', u'Lychee Park', u'Hutong Restaurant'], [u'Tsim Sha Tsui Waterfront', u'Aberdeen Floating Village']]"
"[[u'Wine Museum', u'Ruins Of St Paul', u'Peak Tower'], [u'Sik Sik Yuen Wong Tai Sin Temple', u'Bird Garden', u'Lamma Island', u'Avenue Of Stars'], [u'A Ma Temple Or Ma Kok Miu', u'Shenzhen Garden Show Park', u'Victoria Harbour'], [u'Minsk World', u'Ten Thousand Buddhas Monastery', u'Hong Kong Disneyland'], [u'Macau Tower', u'The Venetian Macao', u'Macau Fishermans Wharf', u'Senado Square'], [u'Grand Prix Museum', u'Tsim Sha Tsui Waterfront'], [u'Ngong Ping Cable Car', u'Sky 100', u'Victoria Peak'], [u'Qingping Market', u'Lotus Hill', u'Shangxiajiu Pedestrian Street', u'Ancestral Temple'], [u'Guangzhou Ocean World', u'Mt. Foshan Liang Park', u'Zumiao Temple', u'Sun Yat-sen Memorial Hall'], [u'Baiyun Mountain'], [u'Shiwans Nanfeng Ancient Furnace', u'Temple Of The Six Banyan Trees'], [u'Guangxiao Temple', u'Renshou Temple', u'Western Han Nanyue Kings Tomb Museum', u'South China Sea Temple'], [u'Xiangjiang Safari Park', u'Guangdong Provincial Museum'], [u'Sacred Heart Cathedral', u'Whampoa Military Academy', u'Chimelong Paradise'], [u'White Cloud Mountain National Forest Park', u'Chinese Ceramic City']]"
"[[u'Wine Museum', u'Peak Tower', u'Ruins Of St Paul'], [u'Sik Sik Yuen Wong Tai Sin Temple', u'Sky 100', u'Bird Garden', u'Avenue Of Stars', u'Statue Square'], [u'A Ma Temple Or Ma Kok Miu', u'Senado Square', u'Causeway Bay', u'Greyhound Racing'], [u'Ten Thousand Buddhas Monastery', u'Victoria Peak', u'City Of Dreams'], [u'Macau Fishermans Wharf', u'Jumbo Floating Restaurant', u'Victoria Harbour'], [u'The Venetian Macao', u'Hutong Restaurant', u'Kun Iam Statue', u'Nathan Road'], [u'Camoes Garden', u'Aberdeen Floating Village', u'Ladies Market', u'Grand Prix Museum'], [u'Dom Pedro V Theatre', u'Goldfish Market', u'Hong Kong Disneyland', u'Aberdeen'], [u'Ngong Ping Cable Car', u'Tsim Sha Tsui Waterfront'], [u'Macau Tower', u'Macau Museum', u'Felix Bar'], [u'Peak Tram', u'Lamma Island', u'Western Market', u'Expo Promenade', u'Repulse Bay'], [u'Kowloon Walled City Park', u'Kat Hing Wai', u'Star Ferry', u'Hollywood Road']]"
"[[u'Flower Market', u'Avenue Of Stars', u'Jade Street', u'Ngong Ping Cable Car'], [u'Ten Thousand Buddhas Monastery', u'Mong Kok'], [u'Star Ferry', u'Sik Sik Yuen Wong Tai Sin Temple', u'Victoria Harbour', u'Causeway Bay', u'Temple St'], [u'Singapore Zoo', u'Asian Civilization Museum', u'Chinatown'], [u'Merlion', u'Thian Hock Keng Temple', u'Universal Studios Singapore'], [u'Botanic Gardens', u'Science Center', u'Images Of Singapore'], [u'Masjid Jamek', u'The Bird Park', u'Kuala Lumpur City Gallery', u'Suria KLCC Mall', u'Aquaria Klcc'], [u'National Mosque', u'Perdana Botanical Gardens', u'Kuala Lumpur Butterfly Park', u'KLCC-Bukit Bintang Walkway', u'National Palace- Istana Negara'], [u'Khoo Kongsi', u'Wat Chayamangkalaram', u'Penang Hill', u'Penang Botanic Gardens', u'Eastern and Oriental Hotel'], [u'Kek Lok Si', u'Penang War Museum', u'Penang State Museum And Art Gallery', u'Kuil Arulmigu Karu Mariamman Temple', u'Restoran Pen Mutiara'], [u'Genting Skyway Cable Car', u'Royal Selangor Visitor Centre', u'Taman Tasik Titiwangsa', u'Zoo Negara', u'Snow World'], [u'Genting Strawberry Leisure Farm', u'Chin Swee Cave Temple', u'First World Plaza And Indoor Theme Park'], [u'Mardi Langkawi Agro Tech Park', u'Telaga Tujuh Waterfalls', u'Underwater World', u'Atma Alam Batik Village', u'Langkawi Wildlife Park']]"
"[[u'Langham Place Hotel', u'Flower Market', u'Goldfish Market', u'Ladies Market'], [u'Ocean Park', u'Victoria Harbour', u'Avenue Of Stars'], [u'Shanghai St', u'Fa Yuen St', u'Hollywood Road', u'Stanley St', u'Stanley Market Rd'], [u'Greyhound Racing', u'Macau Fishermans Wharf', u'Ruins Of St Paul', u'Rua De Cinco De Outubro', u'Senado Square', u'City Of Dreams', u'The Venetian Macao'], [u'Peak Tram', u'Victoria Peak', u'Peak Tower', u'Sky 100'], [u'Tung Chung Station', u'Tian Tan Buddha'], [u'Hong Kong Disneyland'], [u'Cheung Chau Island']]"
