trip_path_detail
"[[u'Musee D Orsay', u'Luxembourg Gardens'], [u'Towers Of Notre Dame Cathedral', u'Musee De L Orangerie', u'Eiffel Tower'], [u'Eglise Notre Dame', u'Arc De Triomphe', u'Hameau De La Reine', u'Chteau De Versailles Gardens And Park'], [u'Chateau De Versailles', u'Sacre Coeur Montmartrel', u'Parc Du Domaine De Madame Elisabeth', u'The Grand Trianon']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Louvre Museum'], [u'River Seine', u'Towers Of Notre Dame Cathedral'], [u'Luxembourg Gardens', u'Eiffel Tower']]"
"[[u'Musee D Orsay', u'Luxembourg Gardens'], [u'Towers Of Notre Dame Cathedral', u'Musee De L Orangerie', u'Eiffel Tower']]"
"[[u'Musee D Orsay', u'Luxembourg Gardens'], [u'Towers Of Notre Dame Cathedral', u'Musee De L Orangerie', u'Eiffel Tower'], [u'Pepiniere Park', u'Le Marche Vandoeuvre-les-nancy-the Vandoeuvre Market', u'Basilique Saint-epvre', u'Musee De Iecole De Nancy', u'Le Marche Central'], [u'Place Stanislas', u'Cathedrale Notre-dame-de-l\\annonciation', u'Nancy Old Town', u'Ferraris Mansion', u'Villa Majorelle'], [u'Le Chateau Or The Castle Of Nice', u'Oceanographic Museum', u'Promenade De La Croisette']]"
"[[u'Sainte Chapelle', u'Sacre Coeur Montmartrel', u'Towers Of Notre Dame Cathedral', u'Grand Palais'], [u'Louvre Museum']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Sainte Chapelle', u'Towers Of Notre Dame Cathedral', u'Eiffel Tower', u'Tuileries Garden'], [u'Popes Palace', u'Avignon Cathedral', u'Cinema Utopia']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Louvre Pyramid', u'Sacre Coeur Montmartrel', u'Sainte Chapelle'], [u'Millennium Park', u'Magnificent Mile']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum']]"
"[[u'Louvre Museum'], [u'Jardin Du Luxembourg', u'Musee Jacquemart-andre', u'Towers Of Notre Dame Cathedral', u'Pantheon', u'Petit Palais'], [u'Musee D Orsay', u'Musee Nissim De Camondo', u'Carnavalet Museum'], [u'Musee De L Orangerie', u'Espace Dali', u'Musee National Du Moyen Age-Thermes Et Hotel De Cluny']]"
"[[u'Versailles Palace', u'Champs Elysees'], [u'Sacre Coeur Montmartrel', u'Arc De Triomphe']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Oxford Street', u'Tower Bridge', u'Buckingham Palace London', u'The London Eye'], [u'Tower Of London', u'Big Ben London', u'Portobello Market'], [u'Grand Palais', u'Sacre Coeur Montmartrel', u'Towers Of Notre Dame Cathedral', u'Army Museum'], [u'Louvre Museum'], [u'Roman Forum', u'Colosseum', u'Trevi Fountain'], [u'St Peters Basilica', u'Vatican Museums'], [u'St Peters Basilica', u'Pantheon', u'Castle San Angelo', u'Ruins Of The Palatine Hill']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Sacre Coeur Montmartrel', u'Versailles Palace', u'Champs Elysees']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Barcelona Cathedral', u'Picasso Museum', u'Park Guell', u'Museu Nacional Dart De Catalunya'], [u'Camp Nou', u'Sagrada Familia', u'The Magic Fountain At Montjuic'], [u'Casa Mila', u'Castell De Montjuic', u'Barceloneta'], [u'Royal Palace Of Madrid', u'Palacio De Comunicaciones', u'Madrid Planetarium'], [u'Natural Sciences Museum', u'Las Ventas', u'Gateway Of The Sun'], [u'Archivo General De Indias', u'Plaza De Espana', u'Torre Del Oro Or Gold Tower', u'The Cathedral Of Seville'], [u'Hospital De La Caridad', u'Casa De Pilatos', u'The Alcazar'], [u'Jeronimos Monastery', u'Belem Tower', u'Praca Do Imperio'], [u'St Georges Castle', u'Calouste Gulbenkian Museum', u'Capuchos Convent'], [u'Museu Condes De Castro Guimaraes', u'Cascais Old Town', u'Parque Das Nacoes'], [u'Caf\xe9 De Flore', u'Arc De Triomphe', u'Catacombs Of Paris', u'Palais De Chaillot']]"
"[[u'Musee D Orsay', u'Angelina', u'Disneyland'], [u'Musee De L Orangerie', u'Cafe Cinema Merci', u'L\\ange 20 Restaurant'], [u'The Palais Royal', u'Towers Of Notre Dame Cathedral', u'Musee Du Quai Branly', u'La Madeleine Church'], [u'Parc De La Tete DOr', u'Musee Miniature Et Cinema'], [u'Cathedral Saint Jean Baptiste', u'Place Des Terreaux', u'Traboules Du Vieux Lyon', u'The Parc Paul Mistral'], [u'Lake Geneva', u'Place Des Nations', u'Russian Church', u'Quartier Les Grottes', u'Voltaire Museum'], [u'Staubbach Fall', u'Mount Titlis', u'Hoheweg Promenade'], [u'Wengen Mannlichen Aerial Cableway', u'Ballenberg Open-air Museum', u'Trummelbach Falls', u'Lake Promenade'], [u'Sforza Castle', u'Milan Cathedral Or The Duomo'], [u'Church Of San Giorgio Maggiore', u'Doges Palace', u'Grand Canal', u'Saint Marks Basilica', u'Peggy Guggenheim Collection'], [u'Central Market', u'Terrazza Mascagni', u'Guinigi Tower', u'The Knights Square', u'Leaning Tower Of Pisa'], [u'Christian Catacombs Of San Callisto', u'Roman Forum', u'Colosseum', u'Arch Of Constantine'], [u'Piazza Venezia', u'Vatican Museums', u'Pantheon', u'San Sebastiano Fuori Le Mura', u'Ruins Of The Palatine Hill'], [u'St Peters Basilica', u'Basilica Of San Clemente Al Laterano', u'Trevi Fountain']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'River Seine', u'Musee D Orsay']]"
"[[u'Natural History Museum', u'Tower Bridge', u'Buckingham Palace London', u'Big Ben London'], [u'St Pauls Cathedral', u'The London Eye', u'Portobello Market', u'Kensington Palace'], [u'Sexmuseum', u'Vondelpark', u'Natura Artis Magistra'], [u'Parc De Bruxelles- National Day Celebration', u'Atomium And Mini Europe ', u'Musical Instruments Museum', u'Moof Museum', u'Grand Place'], [u'Musee D Orsay', u'Luxembourg Gardens'], [u'Towers Of Notre Dame Cathedral', u'Eiffel Tower', u'Musee De L Orangerie'], [u'Lindenhof', u'Old Town'], [u'Wooden Bridge From Rapperswil To Hurden', u'Bahnhofstrasse', u'Golf Now - Indoors', u'Schloss Rapperswil', u'Lake Promenade'], [u'Hofkirche, Court Church Of Innsbruck', u'Cathedral Of Our Lady', u'Triumphpforte, Triumphal Arch', u'Schloss Ambras'], [u'Doges Palace', u'Grand Canal', u'Saint Marks Basilica', u'Peggy Guggenheim Collection', u'Church Of San Giorgio Maggiore'], [u'Central Market', u'Terrazza Mascagni', u'Leaning Tower Of Pisa', u'Guinigi Tower', u'The Knights Square'], [u'Sistine Chapel', u'Pantheon', u'Leonardo Da Vinci International Airport', u'Roman Cat Sanctuary', u'Ristorante Angelina A Trevi']]"
"[[u'Natural History Museum', u'Big Ben London', u'The London Dungeon'], [u'Buckingham Palace London', u'Churchill War Rooms', u'The London Eye'], [u'British Museum', u'National Maritime Museum', u'Barbecoa'], [u'Tower Of London', u'Harrods', u'The View From The Shard'], [u'Rijksmuseum', u'Vondelpark', u'Stedelijk Museum', u'Golden Tulip Amsterdam West'], [u'Van Gogh Museum', u'Leidseplein', u'Oude Kerk', u'Albert Cuyp Market'], [u'Caf\xe9 De Flore', u'Palais De Chaillot', u'Catacombs Of Paris', u'Arc De Triomphe'], [u'Eiffel Tower', u'Towers Of Notre Dame Cathedral', u'Army Museum'], [u'Lindenhof', u'Knies Kinderzoo', u'Kunsthaus', u'Polish Museum', u'Schloss Rapperswil'], [u'Mount Rigi', u'Engelberg Abbey', u'Lake Lucerne', u'Swiss Museum Of Transport'], [u'Doges Palace', u'Grand Canal', u'Saint Marks Basilica', u'Peggy Guggenheim Collection', u'St Mary Of The Friars'], [u'Rialto Bridge', u'The Phoenix Theatre', u'Church Of San Giorgio Maggiore', u'Venice Biennale Or Biennale Di Venezia', u'Torre Dell Orologio St Marks Clocktower']]"
"[[u'The Palais Royal', u'Grand Palais', u'Towers Of Notre Dame Cathedral', u'Champ De Mars'], [u'Disneyland', u'Palais De Chaillot', u'Musee Du Quai Branly', u'National Library'], [u'Central Market', u'Galleria Uomo Arte Antiquariato', u'Museo Dell\\opera Del Duomo', u'Leaning Tower Of Pisa', u'The Knights Square'], [u'Le Mura Di Lucca', u'Piazza Del Duomo', u'Guinigi Tower', u'Cathedral Of San Martino', u'Museo Degli Strumenti Per Il Calcolo'], [u'Sexmuseum', u'Huis Marseille, Museum For Photography', u'Rijksmuseum', u'Elandsgracht'], [u'Van Gogh Museum', u'Natura Artis Magistra', u'Prinsengracht'], [u'Sistine Chapel', u'Colosseum', u'Vatican Museums', u'Trevi Fountain'], [u'Autoworld', u'Notre Dame Du Sablon', u'Cathedrale St-michel Et Ste-gudule', u'Grand Place', u'Galeries Royales Saint-hubert'], [u'The London Eye', u'Buckingham Palace London', u'Victoria And Albert Museum', u'Park Plaza Riverbank'], [u'Lindenhof', u'Knies Kinderzoo', u'Polish Museum', u'Schloss Rapperswil']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Lindenhof', u'Old Town'], [u'Uetliberg', u'Wooden Bridge From Rapperswil To Hurden', u'Schloss Rapperswil', u'Lake Promenade'], [u'Schanzengraben', u'Bahnhofstrasse', u'Golf Now - Indoors', u'Liebfrauenkapelle'], [u'Tower Bridge', u'Buckingham Palace London', u'The London Eye', u'Covent Garden'], [u'British Museum', u'Big Ben London', u'London Aquarium'], [u'Caf\xe9 De Flore', u'La Defense', u'Palais De Chaillot', u'Arc De Triomphe'], [u'Towers Of Notre Dame Cathedral', u'Eiffel Tower', u'Pierre Herme', u'River Seine'], [u'Atomium And Mini Europe ', u'Notre Dame Du Sablon', u'Autoworld', u'Cathedrale St-michel Et Ste-gudule', u'Delirium Cafe'], [u'Parc De Bruxelles- National Day Celebration', u'Moof Museum', u'Tomorrowland', u'Galeries Royales Saint-hubert'], [u'Sagrada Familia', u'Park Guell', u'Castell De Montjuic'], [u'Camp Nou', u'Casa Mila', u'Barcelona Aquarium']]"
