trip_path_detail
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Van Gogh Museum', u'Vondelpark', u'Bloemenmarkt', u'Anne Frank House', u'Sexmuseum'], [u'De Wallen', u'Begijnhof', u'Stedelijk Museum', u'Royal Palace', u'Concertgebouw'], [u'Musee D Orsay', u'Sacre Coeur Montmartrel'], [u'Louvre Pyramid', u'Arc De Triomphe', u'Champs Elysees'], [u'Eiffel Tower', u'Petit Palais', u'Medici Fountain'], [u'Lindenhof', u'Landesmuseum', u'Fraumunster', u'Kunsthaus'], [u'Lake Promenade', u'Zurich Zoological Garden', u'Rietberg Museum'], [u'Limmat River', u'Schanzengraben', u'Bahnhofstrasse', u'Grossmunster']]"
"[[u'Sainte Chapelle', u'Musee D Orsay', u'Eiffel Tower']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Towers Of Notre Dame Cathedral', u'Eiffel Tower', u'Army Museum'], [u'Musee D Orsay', u'Place De La Concorde'], [u'Pantheon', u'Sacre Coeur Montmartrel', u'Musee De L Orangerie', u'Musee Jacquemart-andre'], [u'Jardin Du Luxembourg', u'Arc De Triomphe', u'Musee Nissim De Camondo', u'Carnavalet Museum'], [u'Lindenhof', u'Old Town'], [u'Uetliberg', u'Wooden Bridge From Rapperswil To Hurden', u'Schloss Rapperswil', u'Lake Promenade'], [u'Schanzengraben', u'Bahnhofstrasse', u'Golf Now - Indoors', u'Liebfrauenkapelle'], [u'St Marks Square', u'Fish Market', u'Doges Palace', u'Carnevale', u'St. Marks Clocktower'], [u'Rialto Market', u'Grand Canal', u'Alice In Wonderland Fine Arts Gallery', u'Peggy Guggenheim Collection', u'Scala Contarini Del Bovolo'], [u'Christian Catacombs Of San Callisto', u'Roman Forum', u'Colosseum', u'Arch Of Constantine'], [u'Piazza Venezia', u'San Sebastiano Fuori Le Mura', u'Pantheon', u'Palazzo Valentini', u'Ruins Of The Palatine Hill'], [u'St Peters Basilica', u'Vatican Museums']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
[[u'Montmartre']]
"[[u'Van Gogh Museum', u'Anne Frank House', u'Hoppe', u'Wijdesteeg'], [u'Begijnhof', u'Jordaan', u'Jordaan Museum', u'Moeders'], [u'Dam Square', u'Cannabis College', u'Reypenaer Cheese Tasting Room', u'Dampkring Coffee Shop'], [u'Cathedrale St-michel Et Ste-gudule', u'Musical Instruments Museum', u'Autoworld', u'Grand Place', u'Gare De Bruxelles-midi'], [u'Moof Museum', u'Museum Of Natural Sciences', u'Delirium Cafe', u'Iz\xe1n Avenue Louise'], [u'Atomium And Mini Europe ', u'Musee Rene Magritte', u'Galeries Royales Saint-hubert'], [u'The Palais Royal', u'Towers Of Notre Dame Cathedral', u'Champ De Mars', u'National Library'], [u'Catacombs Of Paris', u'Disneyland', u'Palais De Chaillot', u'Musee Du Quai Branly'], [u'Santa Maria Del Mar', u'Arc De Triomf', u'Picasso Museum', u'Monasterio De Pedralbes', u'Castell Dels Tres Dragons'], [u'Camp Nou', u'Barcelona Cathedral', u'Casa Mila', u'Placa De Catalunya', u'Cascada Monumental'], [u'La Lonja De La Seda', u'Mercado Central', u'Torres De Serranos', u'Oceanografic', u'City Of The Arts And Sciences'], [u'Palacio Del Marques De Dos Aguas', u'Plaza Ayuntamiento', u'Miguelete Tower', u'Bioparc', u'Turia Gardens']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Musee D Orsay', u'Luxembourg Gardens', u'Arc De Triomphe', u'La Bonne Excuse'], [u'Towers Of Notre Dame Cathedral', u'Eiffel Tower', u'Musee De L Orangerie', u'Les Papilles'], [u'Catacombs Of Paris', u'Louvre Museum', u'Le Cinq Restaurant', u'Champs Elysees']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
[[u'Eiffel Tower']]
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Van Gogh Museum', u'Bloemenmarkt', u'Amsterdam Canals'], [u'Parc De Bruxelles- National Day Celebration', u'Atomium And Mini Europe ', u'Notre Dame Du Sablon', u'Autoworld', u'Grand Place'], [u'Louvre Museum'], [u'Bear Park', u'Old Town Bern'], [u'Hauptmarkt', u'St. Lorenz Church', u'Christkindlesmarkt', u'Dokumentationszentrum Reichsparteitagsgelaende', u'Nuremberg Zoo'], [u'Handwerkerhof', u'Schoner Brunnen', u'Deutsche Bahn Museum', u'Nuremberg Toy Museum', u'Germanisches National Museum']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Musee Dorsay', u'Army Museum', u'Montmartre', u'Palace Of Versailles'], [u'Chateau De Serrant', u'Chateau D Angers', u'Jardin Des Plantes D Angers', u'Les Berthom']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Sagrada Familia', u'Park Guell', u'Castell De Montjuic'], [u'Camp Nou', u'Casa Mila', u'Barcelona Aquarium'], [u'The Palais Royal', u'Grand Palais', u'Towers Of Notre Dame Cathedral', u'Champ De Mars'], [u'Disneyland', u'Palais De Chaillot', u'Musee Du Quai Branly', u'National Library'], [u'Van Gogh Museum', u'Vondelpark', u'Bloemenmarkt'], [u'De Wallen', u'Stedelijk Museum', u'Royal Palace'], [u'Lindenhof', u'Old Town'], [u'Wooden Bridge From Rapperswil To Hurden', u'Bahnhofstrasse', u'Golf Now - Indoors', u'Schloss Rapperswil', u'Lake Promenade'], [u'Staubbach Fall', u'Wengen Mannlichen Aerial Cableway', u'Church Scherzligen', u'Hoheweg Promenade', u'Interlaken Ost Brs'], [u'Backpackers Villa Sonnenhof - Hostel Interlaken', u'Schloss Thun', u'Harder Kulm', u'Minigolf Wengen', u'Musee Armee Suisse'], [u'Sistine Chapel', u'Basilica Santa Maria Degli Angeli E Dei Martiri', u'Colosseum', u'Ruins Of The Palatine Hill', u'Trevi Fountain'], [u'Castello Normanno-svevo', u'Mercadante Forest', u'Bari Cathedral', u'Petruzzelli Theatre'], [u'Castel Del Monte', u'Basilica Of Barsento', u'Lungomare E Murat A Bari'], [u'Church Of San Giorgio Maggiore', u'Doges Palace', u'Grand Canal', u'Peggy Guggenheim Collection', u'Saint Marks Basilica'], [u'Rialto Bridge', u'Cannaregio', u'Interpreti Veneziani', u'The Phoenix Theatre', u'St. Marks Clocktower']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum']]"
"[[u'Towers Of Notre Dame Cathedral', u'Sainte Chapelle', u'Jardin Des Tuileries', u'The Palais Royal']]"
"[[u'Sainte Chapelle', u'Towers Of Notre Dame Cathedral', u'Eiffel Tower']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'The Palais Royal', u'Grand Palais', u'Towers Of Notre Dame Cathedral', u'Champ De Mars'], [u'Disneyland', u'Palais De Chaillot', u'Musee Du Quai Branly', u'National Library'], [u'Roman Forum', u'Colosseum', u'Galleria Borghese', u'Monte Palatino'], [u'Central Market', u'Terrazza Mascagni', u'Porto Di Boccadarno', u'Leaning Tower Of Pisa'], [u'Doges Palace', u'Grand Canal', u'Saint Marks Basilica', u'Peggy Guggenheim Collection', u'Church Of San Giorgio Maggiore'], [u'Lindenhof', u'Old Town'], [u'Bear Park', u'Old Town Bern'], [u'Tower Bridge', u'Buckingham Palace London', u'The London Eye', u'Covent Garden'], [u'Tower Of London', u'Big Ben London', u'London Aquarium']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral', u'Arc De Triomphe', u'Sacre Coeur Montmartrel', u'Jardin Du Luxembourg']]"
"[[u'Musee D Orsay', u'Disneyland', u'Angelina'], [u'Musee De L Orangerie', u'Cafe Cinema Merci', u'L\\ange 20 Restaurant'], [u'The Palais Royal', u'Towers Of Notre Dame Cathedral', u'Musee Du Quai Branly', u'La Madeleine Church'], [u'Notre Dame Du Sablon', u'Cathedrale St-michel Et Ste-gudule', u'Moof Museum', u'Galeries Royales Saint-hubert', u'Grand Place'], [u'Van Gogh Museum', u'Bloemenmarkt', u'Amsterdam Canals'], [u'De Wallen', u'Natura Artis Magistra', u'Rijksmuseum'], [u'Sachsenhausen', u'The Main Tower', u'St Pauls Church', u'Mathildenhoehe Und Jugendstil Kolonie'], [u'Romerberg', u'The Goethe House', u'Zoo Vivarium Darmstadt']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Sacre Coeur Montmartrel', u'Sainte Chapelle', u'Towers Of Notre Dame Cathedral']]"
"[[u'Caf\xe9 De Flore', u'Palais De Chaillot', u'Catacombs Of Paris', u'Arc De Triomphe'], [u'Towers Of Notre Dame Cathedral', u'Pierre Herme', u'Eiffel Tower', u'River Seine']]"
"[[u'Atomium And Mini Europe ', u'Musical Instruments Museum', u'Cathedrale St-michel Et Ste-gudule', u'Autoworld', u'Delirium Cafe'], [u'Parc De Bruxelles- National Day Celebration', u'Notre Dame Du Sablon', u'Hard Rock Cafe', u'Galeries Royales Saint-hubert', u'Tomorrowland'], [u'Van Gogh Museum', u'Anne Frank House', u'Vondelpark', u'Bloemenmarkt', u'Westerstraat Market'], [u'De Wallen', u'Begijnhof', u'Stedelijk Museum', u'Jordaan Museum', u'Royal Palace'], [u'Lindenhof', u'Knies Kinderzoo', u'Kunsthaus', u'Polish Museum', u'Schloss Rapperswil'], [u'Lake Promenade', u'Fraumunster', u'Wooden Bridge From Rapperswil To Hurden', u'Bier Factory Rapperswil', u'Liebfrauenkapelle'], [u'Zurich Zoological Garden', u'Bahnhofstrasse'], [u'Sainte Chapelle', u'Sacre Coeur Montmartrel', u'Pont Neuf'], [u'Towers Of Notre Dame Cathedral', u'Arc De Triomphe', u'Army Museum'], [u'Musee Dorsay', u'Musee De L Orangerie', u'Palais Garnier', u'Champs-\xc9lys\xe9es'], [u'Natural History Museum', u'Big Ben London', u'The London Dungeon'], [u'Buckingham Palace London', u'The London Eye', u'Churchill War Rooms'], [u'British Museum', u'National Maritime Museum', u'Barbecoa'], [u'Tower Of London', u'Harrods', u'The View From The Shard']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
[[u'Eiffel Tower']]
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Arc De Triomphe', u'Sainte Chapelle', u'Towers Of Notre Dame Cathedral', u'Jardin Du Luxembourg']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Sacre Coeur Montmartrel', u'Montmartre', u'Moulin Rouge']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Louvre Pyramid', u'Sacre Coeur Montmartrel', u'Eiffel Tower', u'Musee D Orsay', u'Louvre Museum', u'Arc De Triomphe', u'Towers Of Notre Dame Cathedral']]"
"[[u'Musee D Orsay', u'Luxembourg Gardens'], [u'Towers Of Notre Dame Cathedral', u'Musee De L Orangerie', u'Eiffel Tower']]"
"[[u'Sacre Coeur Montmartrel', u'Pont Neuf', u'Galeries Lafayette'], [u'Grand Palais', u'Musee Dorsay', u'Arc De Triomphe']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Oceanographic Museum', u'Le Chateau Or The Castle Of Nice', u'Promenade De La Croisette', u'Monaco Grand Prix']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Rue D Antibes', u'Promenade De La Croisette', u'Le Suquet', u'Palais Des Festivalset Des Congres']]"
"[[u'Eiffel Tower', u'Towers Of Notre Dame Cathedral'], [u'Louvre Museum'], [u'Musee Fragonard', u'Rue Meynadier And Marche Forville', u'Le Suquet', u'Promenade De La Croisette']]"
